
# Surface 0 of 1 surfaces

# Curve title: "f(x,y)"
# Contour 0, label:      0.8
 3.58586  2.77779  0.8 
 3.52639  2.79116  0.8 
 3.48485  2.80114  0.8 
 3.42677  2.83133  0.8 
 3.38384  2.85566  0.8 
 3.36577  2.87149  0.8 
 3.32382  2.91165  0.8 
 3.28602  2.95181  0.8 
 3.28283  2.95552  0.8 
 3.25952  2.99197  0.8 
 3.23647  3.03213  0.8 
 3.21591  3.07229  0.8 
 3.19767  3.11245  0.8 
 3.18182  3.15211  0.8 
 3.18166  3.15261  0.8 
 3.17025  3.19277  0.8 
 3.16044  3.23293  0.8 
 3.15218  3.27309  0.8 
 3.14539  3.31325  0.8 
 3.14003  3.35341  0.8 
 3.13607  3.39357  0.8 
 3.13348  3.43373  0.8 
 3.13225  3.4739  0.8 
 3.13236  3.51406  0.8 
 3.13382  3.55422  0.8 
 3.13663  3.59438  0.8 
 3.14082  3.63454  0.8 
 3.14641  3.6747  0.8 
 3.15344  3.71486  0.8 
 3.16196  3.75502  0.8 
 3.17202  3.79518  0.8 
 3.18182  3.82892  0.8 
 3.18413  3.83534  0.8 
 3.20053  3.8755  0.8 
 3.21914  3.91566  0.8 
 3.2401  3.95582  0.8 
 3.26358  3.99598  0.8 
 3.28283  4.02564  0.8 
 3.292  4.03614  0.8 
 3.33045  4.07631  0.8 
 3.37313  4.11647  0.8 
 3.38384  4.12572  0.8 
 3.43907  4.15663  0.8 
 3.48485  4.18012  0.8 
 3.55516  4.19679  0.8 
 3.58586  4.20361  0.8 
 3.68687  4.20074  0.8 
 3.70103  4.19679  0.8 
 3.78788  4.17082  0.8 
 3.81248  4.15663  0.8 
 3.87638  4.11647  0.8 
 3.88889  4.1079  0.8 
 3.92  4.07631  0.8 
 3.9558  4.03614  0.8 
 3.98798  3.99598  0.8 
 3.9899  3.99336  0.8 
 4.01072  3.95582  0.8 
 4.03063  3.91566  0.8 
 4.04831  3.8755  0.8 
 4.06389  3.83534  0.8 
 4.07749  3.79518  0.8 
 4.0892  3.75502  0.8 
 4.09091  3.74816  0.8 
 4.09769  3.71486  0.8 
 4.10446  3.6747  0.8 
 4.10984  3.63454  0.8 
 4.11387  3.59438  0.8 
 4.11657  3.55422  0.8 
 4.11797  3.51406  0.8 
 4.11808  3.4739  0.8 
 4.11689  3.43373  0.8 
 4.1144  3.39357  0.8 
 4.11059  3.35341  0.8 
 4.10544  3.31325  0.8 
 4.09891  3.27309  0.8 
 4.09095  3.23293  0.8 
 4.09091  3.23274  0.8 
 4.07955  3.19277  0.8 
 4.06627  3.15261  0.8 
 4.05103  3.11245  0.8 
 4.03371  3.07229  0.8 
 4.01417  3.03213  0.8 
 3.99228  2.99197  0.8 
 3.9899  2.988  0.8 
 3.96136  2.95181  0.8 
 3.92618  2.91165  0.8 
 3.88889  2.87327  0.8 
 3.88632  2.87149  0.8 
 3.8235  2.83133  0.8 
 3.78788  2.81052  0.8 
 3.72397  2.79116  0.8 
 3.68687  2.78068  0.8 
 3.58586  2.77779  0.8 

-1.26263  2.77957  0.8 
-1.30666  2.79116  0.8 
-1.36364  2.80722  0.8 
-1.40648  2.83133  0.8 
-1.46465  2.86712  0.8 
-1.46936  2.87149  0.8 
-1.50933  2.91165  0.8 
-1.54534  2.95181  0.8 
-1.56566  2.97685  0.8 
-1.57491  2.99197  0.8 
-1.59717  3.03213  0.8 
-1.61704  3.07229  0.8 
-1.63465  3.11245  0.8 
-1.65015  3.15261  0.8 
-1.66366  3.19277  0.8 
-1.66667  3.20312  0.8 
-1.67374  3.23293  0.8 
-1.6818  3.27309  0.8 
-1.68841  3.31325  0.8 
-1.69363  3.35341  0.8 
-1.69749  3.39357  0.8 
-1.70001  3.43373  0.8 
-1.70121  3.4739  0.8 
-1.7011  3.51406  0.8 
-1.69968  3.55422  0.8 
-1.69694  3.59438  0.8 
-1.69286  3.63454  0.8 
-1.68742  3.6747  0.8 
-1.68057  3.71486  0.8 
-1.67227  3.75502  0.8 
-1.66667  3.77805  0.8 
-1.66156  3.79518  0.8 
-1.64773  3.83534  0.8 
-1.63189  3.8755  0.8 
-1.61391  3.91566  0.8 
-1.59367  3.95582  0.8 
-1.57098  3.99598  0.8 
-1.56566  4.00457  0.8 
-1.53965  4.03614  0.8 
-1.50301  4.07631  0.8 
-1.46465  4.11424  0.8 
-1.46127  4.11647  0.8 
-1.39506  4.15663  0.8 
-1.36364  4.17409  0.8 
-1.28206  4.19679  0.8 
-1.26263  4.20184  0.8 
-1.16162  4.2028  0.8 
-1.13669  4.19679  0.8 
-1.06061  4.17719  0.8 
-1.02213  4.15663  0.8 
-0.959596  4.12015  0.8 
-0.955454  4.11647  0.8 
