%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=2960232141, 2016/01/13 19:41:57.7)
103 825 1.202200e-02 5.416963e+00  5.644717842992216106e+01  5.644717842992216106e+01  5.733039199722323076e+01  5.755232582057333701e+01
104 833 1.279918e-02 5.265958e+00  5.644717842992216106e+01  5.646691619988804689e+01  5.663781992464581094e+01  5.749613065874727624e+01
105 841 1.335394e-02 5.260972e+00  5.612769798329389914e+01  5.612769798329389914e+01  5.656837419156966007e+01  5.724186891853146619e+01
106 849 1.348175e-02 5.349649e+00  5.603738028389284409e+01  5.603738028389284409e+01  5.642826736022560397e+01  5.724901071812903552e+01
107 857 1.441414e-02 5.536669e+00  5.594094539704461511e+01  5.594094539704461511e+01  5.633014288051880669e+01  5.696860526722448270e+01
108 865 1.842351e-02 5.731326e+00  5.565429549722274771e+01  5.565429549722274771e+01  5.663817114124582019e+01  5.810748056840974129e+01
109 873 2.238928e-02 5.892543e+00  5.558239573834896419e+01  5.558239573834896419e+01  5.627027626655561932e+01  5.765096812488825861e+01
110 881 2.405913e-02 5.763779e+00  5.558239573834896419e+01  5.584554218342921672e+01  5.660717007112918964e+01  5.844886474060596981e+01
111 889 2.141689e-02 5.772909e+00  5.558239573834896419e+01  5.558572049579995422e+01  5.670093268891838534e+01  5.964262769405534925e+01
112 897 1.940794e-02 5.811962e+00  5.558239573834896419e+01  5.574524805701047825e+01  5.648288714662415089e+01  5.743651045363017715e+01
113 905 1.892360e-02 5.807777e+00  5.558239573834896419e+01  5.565390400608488619e+01  5.601179432193431751e+01  5.650858049394502558e+01
114 913 1.590613e-02 5.877445e+00  5.558239573834896419e+01  5.565519407294435439e+01  5.612006960993120686e+01  5.701606698831518827e+01
115 921 1.310738e-02 5.966357e+00  5.558239573834896419e+01  5.558310836966465729e+01  5.580661062567560293e+01  5.641383339309575717e+01
116 929 1.146009e-02 6.067263e+00  5.556676849546551722e+01  5.556676849546551722e+01  5.572907752775479651e+01  5.618305255501780238e+01
117 937 1.089065e-02 5.973720e+00  5.556676849546551722e+01  5.566486125783724503e+01  5.581925154297400127e+01  5.608645810714426716e+01
118 945 9.474288e-03 5.991594e+00  5.556676849546551722e+01  5.561260743305039966e+01  5.579992246844651760e+01  5.605403716490471311e+01
119 953 8.527829e-03 6.315882e+00  5.556676849546551722e+01  5.563512297805063866e+01  5.568969285445745498e+01  5.574701180633473996e+01
120 961 7.084627e-03 6.334299e+00  5.556676849546551722e+01  5.559946008757385982e+01  5.566682561799373730e+01  5.584761826142924690e+01
121 969 6.841077e-03 6.349313e+00  5.556032511179693500e+01  5.556032511179693500e+01  5.560960694037478902e+01  5.565634255148778209e+01
122 977 6.640117e-03 6.594823e+00  5.555217478379826446e+01  5.555217478379826446e+01  5.560568308252268110e+01  5.573311896762000828e+01
123 985 6.953500e-03 7.151381e+00  5.555217478379826446e+01  5.555793187800159671e+01  5.559120347512975968e+01  5.566174679337235887e+01
124 993 6.948181e-03 7.681591e+00  5.555217478379826446e+01  5.557398545696934633e+01  5.560092789157032200e+01  5.566878483575281678e+01
125 1001 6.292326e-03 7.397783e+00  5.555217478379826446e+01  5.557160669709212186e+01  5.560837463644297429e+01  5.568553670193207239e+01
126 1009 4.921325e-03 7.410240e+00  5.554850089082236764e+01  5.554850089082236764e+01  5.557565109840170692e+01  5.561841403900034209e+01
127 1017 4.549002e-03 7.420609e+00  5.554850089082236764e+01  5.554882243233735295e+01  5.556391665208948893e+01  5.557747872954142565e+01
128 1025 3.823188e-03 7.328887e+00  5.554850089082236764e+01  5.555003840392146941e+01  5.555975268226188746e+01  5.558242998451772365e+01
129 1033 3.408262e-03 7.526423e+00  5.554829700604944520e+01  5.554829700604944520e+01  5.555864500507917114e+01  5.556936636590739909e+01
130 1041 3.299555e-03 7.913949e+00  5.554731360589926226e+01  5.554731360589926226e+01  5.555874591357983405e+01  5.556912985230762558e+01
131 1049 2.717513e-03 7.993729e+00  5.554731360589926226e+01  5.554738970377295715e+01  5.554988776784908566e+01  5.555949000215775868e+01
132 1057 2.238374e-03 7.972704e+00  5.554636321828063217e+01  5.554636321828063217e+01  5.555082462702330304e+01  5.555745488969583334e+01
133 1065 2.076604e-03 7.924708e+00  5.554606857065159176e+01  5.554606857065159176e+01  5.554720853665896385e+01  5.555234913090072979e+01
134 1073 1.831816e-03 8.020012e+00  5.554606857065159176e+01  5.554609732734338223e+01  5.554728159690867528e+01  5.554924936475275388e+01
135 1081 1.511537e-03 7.940303e+00  5.554578278673317016e+01  5.554578278673317016e+01  5.554745082520540223e+01  5.555453297482046793e+01
136 1089 1.335650e-03 7.911976e+00  5.554578278673317016e+01  5.554581743040569108e+01  5.554620959898519317e+01  5.554764813509063970e+01
137 1097 1.259542e-03 7.941146e+00  5.554578278673317016e+01  5.554593458505365788e+01  5.554646439604715624e+01  5.554734270548118502e+01
138 1105 1.181590e-03 8.012290e+00  5.554537967060585402e+01  5.554537967060585402e+01  5.554630407502022393e+01  5.554771293832102685e+01
139 1113 1.000058e-03 7.936992e+00  5.554537967060585402e+01  5.554548496546888003e+01  5.554562955117360445e+01  5.554660556269643479e+01
140 1121 9.180418e-04 8.067316e+00  5.554537967060585402e+01  5.554541197016782661e+01  5.554587905213428201e+01  5.554672124254046395e+01
141 1129 8.398455e-04 8.096617e+00  5.554537967060585402e+01  5.554543372351179187e+01  5.554587505010589155e+01  5.554656758383033832e+01
142 1137 6.970564e-04 8.323113e+00  5.554537967060585402e+01  5.554538644916277690e+01  5.554554522113411963e+01  5.554595173493082427e+01
143 1145 5.913119e-04 8.112398e+00  5.554534661352558089e+01  5.554534661352558089e+01  5.554553663437060607e+01  5.554559973307051024e+01
144 1153 5.726726e-04 7.691356e+00  5.554534461550289848e+01  5.554534461550289848e+01  5.554541406631189204e+01  5.554557466226076201e+01
145 1161 4.732494e-04 7.682007e+00  5.554530015521302744e+01  5.554530015521302744e+01  5.554548788375782920e+01  5.554558795123185888e+01
146 1169 4.064881e-04 7.754018e+00  5.554529034241904384e+01  5.554529034241904384e+01  5.554538126139389931e+01  5.554559824885814123e+01
147 1177 3.352979e-04 7.855237e+00  5.554529034241904384e+01  5.554529475894254631e+01  5.554535383987305863e+01  5.554542412166701837e+01
148 1185 3.014178e-04 7.891451e+00  5.554528330739741193e+01  5.554528330739741193e+01  5.554532670398172911e+01  5.554539069292674469e+01
149 1193 2.481136e-04 7.759699e+00  5.554528330739741193e+01  5.554528586828165260e+01  5.554530824675212841e+01  5.554534579934436778e+01
150 1201 2.376161e-04 7.671936e+00  5.554528330739741193e+01  5.554528737868570687e+01  5.554529702629987753e+01  5.554538278776950477e+01
151 1209 2.591650e-04 7.571907e+00  5.554528330739741193e+01  5.554528356287766400e+01  5.554528911659265589e+01  5.554531540313330140e+01
152 1217 2.371805e-04 7.562937e+00  5.554527986077963675e+01  5.554527986077963675e+01  5.554528637786464174e+01  5.554531686350679820e+01
153 1225 2.235339e-04 7.707046e+00  5.554527790965842371e+01  5.554527790965842371e+01  5.554529230920031324e+01  5.554532120258444650e+01
154 1233 2.234741e-04 7.363043e+00  5.554527654706974005e+01  5.554527654706974005e+01  5.554528471422054281e+01  5.554529568290750774e+01
155 1241 2.342776e-04 7.134915e+00  5.554527654706974005e+01  5.554527975619573255e+01  5.554528549759544376e+01  5.554530036435600238e+01
156 1249 2.047707e-04 7.014224e+00  5.554527596087230989e+01  5.554527596087230989e+01  5.554528283679464096e+01  5.554529868063792719e+01
157 1257 1.740698e-04 7.037066e+00  5.554527457605755103e+01  5.554527457605755103e+01  5.554527557512352587e+01  5.554529938685791990e+01
158 1265 1.563345e-04 7.105521e+00  5.554527321966759246e+01  5.554527321966759246e+01  5.554527864407450011e+01  5.554529006005951430e+01
159 1273 1.373315e-04 7.189384e+00  5.554527317561638711e+01  5.554527317561638711e+01  5.554527648650194749e+01  5.554527864304959905e+01
160 1281 1.274758e-04 7.293341e+00  5.554527298529054491e+01  5.554527298529054491e+01  5.554527428091142838e+01  5.554527666330474034e+01
161 1289 1.309086e-04 7.487312e+00  5.554527298529054491e+01  5.554527382702074334e+01  5.554527547657988862e+01  5.554527697599743874e+01
162 1297 1.173820e-04 7.621195e+00  5.554527297792856899e+01  5.554527297792856899e+01  5.554527486866376051e+01  5.554527748908680707e+01
163 1305 9.606874e-05 7.661856e+00  5.554527288944190389e+01  5.554527288944190389e+01  5.554527439961312041e+01  5.554527879336099261e+01
164 1313 8.206878e-05 7.656526e+00  5.554527228058838517e+01  5.554527228058838517e+01  5.554527351381224776e+01  5.554527679219190617e+01
165 1321 7.214562e-05 7.714316e+00  5.554527223644213763e+01  5.554527223644213763e+01  5.554527350249863105e+01  5.554527361936346352e+01
166 1329 6.944461e-05 8.218256e+00  5.554527223644213763e+01  5.554527236984309013e+01  5.554527299659527984e+01  5.554527460643016212e+01
167 1337 6.214272e-05 8.153252e+00  5.554527223644213763e+01  5.554527227389557709e+01  5.554527296170793704e+01  5.554527359519633478e+01
168 1345 5.047773e-05 8.129306e+00  5.554527223644213763e+01  5.554527224233278559e+01  5.554527242829453826e+01  5.554527326212758709e+01
169 1353 4.330549e-05 8.122039e+00  5.554527222862486724e+01  5.554527222862486724e+01  5.554527235873843694e+01  5.554527264723920155e+01
170 1361 3.569537e-05 8.217050e+00  5.554527213502952776e+01  5.554527213502952776e+01  5.554527228909734049e+01  5.554527247464211825e+01
171 1369 3.068670e-05 8.180621e+00  5.554527213502952776e+01  5.554527215160290154e+01  5.554527227138818546e+01  5.554527283844463881e+01
172 1377 2.924874e-05 8.144671e+00  5.554527211134617914e+01  5.554527211134617914e+01  5.554527223091510280e+01  5.554527231992356207e+01
173 1385 2.843376e-05 7.891829e+00  5.554527210329115405e+01  5.554527210329115405e+01  5.554527215557553177e+01  5.554527222304344036e+01
174 1393 2.361133e-05 7.982134e+00  5.554527210329115405e+01  5.554527211405451226e+01  5.554527218835826829e+01  5.554527221445221130e+01
175 1401 2.347658e-05 8.480105e+00  5.554527209439729063e+01  5.554527209439729063e+01  5.554527213339201808e+01  5.554527216565105618e+01
176 1409 2.290624e-05 8.714020e+00  5.554527209439729063e+01  5.554527209725242187e+01  5.554527213232252336e+01  5.554527220906187779e+01
177 1417 1.939866e-05 8.526876e+00  5.554527209439729063e+01  5.554527209883357131e+01  5.554527213207020964e+01  5.554527219523160397e+01
178 1425 1.563777e-05 8.608920e+00  5.554527209439729063e+01  5.554527210413075977e+01  5.554527212962532445e+01  5.554527215268323204e+01
179 1433 1.487434e-05 9.331572e+00  5.554527208781516379e+01  5.554527208781516379e+01  5.554527210395436043e+01  5.554527215950059826e+01
180 1441 1.498065e-05 9.568592e+00  5.554527208672051586e+01  5.554527208672051586e+01  5.554527209448012570e+01  5.554527211002331200e+01
181 1449 1.356106e-05 9.617400e+00  5.554527208672051586e+01  5.554527208775267866e+01  5.554527209038126045e+01  5.554527210675247773e+01
182 1457 1.233986e-05 9.926984e+00  5.554527208672051586e+01  5.554527208736615052e+01  5.554527209518185771e+01  5.554527210763542655e+01
183 1465 1.081599e-05 1.015790e+01  5.554527208633881230e+01  5.554527208633881230e+01  5.554527209094646878e+01  5.554527210233118240e+01
184 1473 9.452237e-06 1.045369e+01  5.554527208520576664e+01  5.554527208520576664e+01  5.554527208905930991e+01  5.554527209830757783e+01
185 1481 7.620483e-06 1.045908e+01  5.554527208460951471e+01  5.554527208460951471e+01  5.554527208989289022e+01  5.554527209616733074e+01
186 1489 7.237718e-06 1.017210e+01  5.554527208460951471e+01  5.554527208531496285e+01  5.554527208700316265e+01  5.554527209080859507e+01
187 1497 7.326212e-06 1.020703e+01  5.554527208460951471e+01  5.554527208512539715e+01  5.554527208756955758e+01  5.554527209139449440e+01
188 1505 5.868917e-06 1.017240e+01  5.554527208460951471e+01  5.554527208565731655e+01  5.554527208672928396e+01  5.554527209073867766e+01
189 1513 5.198419e-06 1.034254e+01  5.554527208421746565e+01  5.554527208421746565e+01  5.554527208661900772e+01  5.554527208820353223e+01
190 1521 5.058766e-06 1.054141e+01  5.554527208421746565e+01  5.554527208458231513e+01  5.554527208523437309e+01  5.554527208724383769e+01
191 1529 4.280279e-06 1.064185e+01  5.554527208386539172e+01  5.554527208386539172e+01  5.554527208502892677e+01  5.554527208764324087e+01
192 1537 3.523631e-06 1.053312e+01  5.554527208370804914e+01  5.554527208370804914e+01  5.554527208421046680e+01  5.554527208496686796e+01
193 1545 2.991824e-06 1.041503e+01  5.554527208370804914e+01  5.554527208373325209e+01  5.554527208432598684e+01  5.554527208448386233e+01
194 1553 2.722087e-06 1.020435e+01  5.554527208370804914e+01  5.554527208378623726e+01  5.554527208403084160e+01  5.554527208463715482e+01
195 1561 2.895614e-06 1.014303e+01  5.554527208370804914e+01  5.554527208373941960e+01  5.554527208395978732e+01  5.554527208445203712e+01
196 1569 2.942911e-06 1.002686e+01  5.554527208359964163e+01  5.554527208359964163e+01  5.554527208386861048e+01  5.554527208395028737e+01
197 1577 2.722389e-06 1.033899e+01  5.554527208359964163e+01  5.554527208360411095e+01  5.554527208373720981e+01  5.554527208442726760e+01
198 1585 2.606977e-06 1.001330e+01  5.554527208356312684e+01  5.554527208356312684e+01  5.554527208375237279e+01  5.554527208410476646e+01
199 1593 2.812112e-06 9.975119e+00  5.554527208356312684e+01  5.554527208363010971e+01  5.554527208370485170e+01  5.554527208397163207e+01
