%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=2960232141, 2016/01/13 19:41:57.7)
1 9 1.807640e+00 0 0 1.783425e+00 1.816933e+00 1.752154e+00 1.771353e+00 1.735138e+00 
2 17 1.620622e+00 0 0 1.560266e+00 1.612741e+00 1.509283e+00 1.562125e+00 1.498107e+00 
3 25 1.387123e+00 0 0 1.316945e+00 1.352596e+00 1.268165e+00 1.303551e+00 1.255922e+00 
4 33 1.380337e+00 0 0 1.292710e+00 1.330348e+00 1.308450e+00 1.292087e+00 1.210800e+00 
5 41 1.342209e+00 0 0 1.245116e+00 1.251628e+00 1.245953e+00 1.275592e+00 1.214280e+00 
6 49 1.395616e+00 0 0 1.403930e+00 1.317850e+00 1.253689e+00 1.285183e+00 1.235082e+00 
7 57 1.334846e+00 0 0 1.305117e+00 1.264686e+00 1.161156e+00 1.187360e+00 1.157064e+00 
8 65 1.209630e+00 0 0 1.236531e+00 1.129373e+00 1.033011e+00 1.049894e+00 1.048020e+00 
9 73 1.165162e+00 0 0 1.173253e+00 1.076356e+00 1.005361e+00 1.027732e+00 9.861661e-01 
10 81 1.027054e+00 0 0 9.993916e-01 9.199833e-01 8.955410e-01 8.825554e-01 8.388577e-01 
11 89 9.654677e-01 0 0 9.089093e-01 8.392378e-01 8.185850e-01 8.132705e-01 7.939999e-01 
12 97 7.665403e-01 0 0 7.043347e-01 6.380850e-01 6.278344e-01 6.263065e-01 6.147693e-01 
13 105 6.877616e-01 0 0 6.240768e-01 5.599526e-01 5.447787e-01 5.593122e-01 5.314110e-01 
14 113 6.907353e-01 0 0 6.112815e-01 5.898930e-01 5.294939e-01 5.852988e-01 5.187018e-01 
15 121 7.020608e-01 0 0 5.969705e-01 6.142507e-01 5.225204e-01 6.172273e-01 5.059697e-01 
16 129 7.147142e-01 0 0 6.060183e-01 6.261546e-01 5.222935e-01 6.798937e-01 4.939795e-01 
17 137 6.584594e-01 0 0 5.654120e-01 5.601686e-01 4.735659e-01 6.050976e-01 4.413361e-01 
18 145 5.607961e-01 0 0 4.680479e-01 4.608470e-01 3.915158e-01 5.001617e-01 3.727790e-01 
19 153 5.097922e-01 0 0 4.084254e-01 4.094383e-01 3.471035e-01 4.485897e-01 3.519843e-01 
20 161 4.588545e-01 0 0 3.598444e-01 3.663488e-01 3.061000e-01 4.053337e-01 3.373475e-01 
21 169 4.114904e-01 0 0 3.287404e-01 3.319025e-01 2.653568e-01 3.498130e-01 2.946845e-01 
22 177 3.753171e-01 0 0 2.887615e-01 2.972853e-01 2.405600e-01 3.137478e-01 2.587763e-01 
23 185 3.276653e-01 0 0 2.476561e-01 2.549692e-01 2.070206e-01 2.641815e-01 2.175303e-01 
24 193 2.920076e-01 0 0 2.148130e-01 2.186923e-01 1.769586e-01 2.340143e-01 1.882787e-01 
25 201 2.581949e-01 0 0 1.837514e-01 1.964667e-01 1.522406e-01 2.033280e-01 1.604919e-01 
26 209 2.335224e-01 0 0 1.645186e-01 1.760826e-01 1.342864e-01 1.767013e-01 1.414273e-01 
27 217 2.261212e-01 0 0 1.604224e-01 1.641990e-01 1.280478e-01 1.637549e-01 1.320409e-01 
28 225 2.180396e-01 0 0 1.505169e-01 1.531127e-01 1.280392e-01 1.549413e-01 1.225272e-01 
29 233 2.041230e-01 0 0 1.420437e-01 1.379414e-01 1.183656e-01 1.417700e-01 1.113703e-01 
30 241 2.080269e-01 0 0 1.391165e-01 1.447718e-01 1.183071e-01 1.525828e-01 1.152565e-01 
31 249 1.919242e-01 0 0 1.248953e-01 1.292375e-01 1.089687e-01 1.395263e-01 1.024167e-01 
32 257 1.942454e-01 0 0 1.232875e-01 1.272560e-01 1.073492e-01 1.474451e-01 1.093857e-01 
33 265 1.957680e-01 0 0 1.217643e-01 1.236737e-01 1.053028e-01 1.455217e-01 1.157915e-01 
34 273 1.939125e-01 0 0 1.193580e-01 1.186153e-01 1.011111e-01 1.387428e-01 1.198546e-01 
35 281 1.921219e-01 0 0 1.183808e-01 1.165270e-01 9.941455e-02 1.426655e-01 1.188914e-01 
36 289 1.787897e-01 0 0 1.058244e-01 1.065281e-01 8.985723e-02 1.335056e-01 1.129428e-01 
37 297 1.523911e-01 0 0 8.639727e-02 8.736634e-02 7.406986e-02 1.096902e-01 9.377936e-02 
38 305 1.406349e-01 0 0 7.753280e-02 7.883982e-02 6.739349e-02 9.844588e-02 8.525134e-02 
39 313 1.177147e-01 0 0 6.254476e-02 6.411412e-02 5.429910e-02 8.058404e-02 6.943873e-02 
