%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=2960232141, 2016/01/13 19:41:57.7)
117 937  5.566486125783724503e+01 0 0 3.174056e-01 -1.289346e+00 -8.964206e-01 -4.970118e-01 1.898994e+00 
118 945  5.561260743305039966e+01 0 0 3.147124e-01 -1.291409e+00 -8.958794e-01 -4.970635e-01 1.899313e+00 
119 953  5.563512297805063866e+01 0 0 3.170793e-01 -1.289095e+00 -8.961128e-01 -4.946941e-01 1.900137e+00 
120 961  5.559946008757385982e+01 0 0 3.152735e-01 -1.290728e+00 -8.943680e-01 -4.934262e-01 1.899041e+00 
121 969  5.556032511179693500e+01 0 0 3.126332e-01 -1.293001e+00 -8.934550e-01 -4.949380e-01 1.897061e+00 
122 977  5.555217478379826446e+01 0 0 3.128304e-01 -1.292190e+00 -8.960089e-01 -4.963951e-01 1.897276e+00 
123 985  5.555793187800159671e+01 0 0 3.132393e-01 -1.291760e+00 -8.974562e-01 -4.960290e-01 1.897685e+00 
124 993  5.557398545696934633e+01 0 0 3.130284e-01 -1.290657e+00 -8.993524e-01 -4.989563e-01 1.895905e+00 
125 1001  5.557160669709212186e+01 0 0 3.114898e-01 -1.292932e+00 -8.966825e-01 -4.971607e-01 1.895272e+00 
126 1009  5.554850089082236764e+01 0 0 3.129780e-01 -1.291501e+00 -8.972574e-01 -4.966853e-01 1.896867e+00 
127 1017  5.554882243233735295e+01 0 0 3.138851e-01 -1.291032e+00 -8.971805e-01 -4.960786e-01 1.897439e+00 
128 1025  5.555003840392146941e+01 0 0 3.131729e-01 -1.291425e+00 -8.971334e-01 -4.969837e-01 1.896966e+00 
129 1033  5.554829700604944520e+01 0 0 3.129753e-01 -1.291797e+00 -8.960793e-01 -4.962388e-01 1.896960e+00 
130 1041  5.554731360589926226e+01 0 0 3.128439e-01 -1.292322e+00 -8.953650e-01 -4.955122e-01 1.897139e+00 
131 1049  5.554738970377295715e+01 0 0 3.129481e-01 -1.291884e+00 -8.962234e-01 -4.963545e-01 1.896821e+00 
132 1057  5.554636321828063217e+01 0 0 3.131315e-01 -1.291683e+00 -8.964105e-01 -4.962112e-01 1.896961e+00 
133 1065  5.554606857065159176e+01 0 0 3.129309e-01 -1.291968e+00 -8.960739e-01 -4.959491e-01 1.897111e+00 
134 1073  5.554609732734338223e+01 0 0 3.133438e-01 -1.291816e+00 -8.956700e-01 -4.956482e-01 1.897484e+00 
135 1081  5.554578278673317016e+01 0 0 3.132312e-01 -1.291801e+00 -8.960296e-01 -4.958770e-01 1.897193e+00 
136 1089  5.554581743040569108e+01 0 0 3.134272e-01 -1.291674e+00 -8.960579e-01 -4.957006e-01 1.897413e+00 
137 1097  5.554593458505365788e+01 0 0 3.132474e-01 -1.291608e+00 -8.964366e-01 -4.959111e-01 1.897149e+00 
138 1105  5.554537967060585402e+01 0 0 3.132649e-01 -1.291805e+00 -8.961526e-01 -4.957578e-01 1.897416e+00 
139 1113  5.554548496546888003e+01 0 0 3.131797e-01 -1.291859e+00 -8.960496e-01 -4.958930e-01 1.897248e+00 
140 1121  5.554541197016782661e+01 0 0 3.133764e-01 -1.291637e+00 -8.963248e-01 -4.958083e-01 1.897399e+00 
141 1129  5.554543372351179187e+01 0 0 3.131044e-01 -1.291794e+00 -8.963853e-01 -4.959191e-01 1.897205e+00 
142 1137  5.554538644916277690e+01 0 0 3.132116e-01 -1.291839e+00 -8.960621e-01 -4.957109e-01 1.897413e+00 
143 1145  5.554534661352558089e+01 0 0 3.132778e-01 -1.291740e+00 -8.962179e-01 -4.957912e-01 1.897330e+00 
144 1153  5.554534461550289848e+01 0 0 3.132213e-01 -1.291817e+00 -8.962001e-01 -4.958307e-01 1.897346e+00 
145 1161  5.554530015521302744e+01 0 0 3.132733e-01 -1.291719e+00 -8.963446e-01 -4.958583e-01 1.897338e+00 
146 1169  5.554529034241904384e+01 0 0 3.132459e-01 -1.291714e+00 -8.963585e-01 -4.958822e-01 1.897324e+00 
147 1177  5.554529475894254631e+01 0 0 3.132854e-01 -1.291735e+00 -8.962203e-01 -4.958053e-01 1.897379e+00 
148 1185  5.554528330739741193e+01 0 0 3.132486e-01 -1.291739e+00 -8.962545e-01 -4.958361e-01 1.897339e+00 
149 1193  5.554528586828165260e+01 0 0 3.132470e-01 -1.291756e+00 -8.962592e-01 -4.958289e-01 1.897346e+00 
150 1201  5.554528737868570687e+01 0 0 3.132877e-01 -1.291700e+00 -8.963101e-01 -4.958521e-01 1.897352e+00 
151 1209  5.554528356287766400e+01 0 0 3.132736e-01 -1.291723e+00 -8.962527e-01 -4.958588e-01 1.897351e+00 
152 1217  5.554527986077963675e+01 0 0 3.132516e-01 -1.291742e+00 -8.962567e-01 -4.958499e-01 1.897348e+00 
153 1225  5.554527790965842371e+01 0 0 3.132382e-01 -1.291749e+00 -8.962564e-01 -4.958616e-01 1.897326e+00 
154 1233  5.554527654706974005e+01 0 0 3.132473e-01 -1.291744e+00 -8.962562e-01 -4.958605e-01 1.897323e+00 
155 1241  5.554527975619573255e+01 0 0 3.132565e-01 -1.291744e+00 -8.962804e-01 -4.959050e-01 1.897322e+00 
